"table_name","column_name"
account,licenses_provisioned_c
account,lifecycle_stage_c
account,lms_c
account,map_tracker_c
account,master_record_id
account,mdr_number_c
account,measures_of_success_c
account,mi_pilot_c
account,migration_tool_c
account,multi_tiered_account_c
account,name
account,name_with_lcom_organization_info_c
account,national_district_id_c
account,national_school_id_c
account,nc_campaign_owner_c
account,nc_tier_1_c
account,nces_lea_id_c
account,nces_unique_id_c
account,nces_unique_id_for_dedupe_c
account,net_suite_id_c
account,net_suite_link_c
account,netsuite_account_number_c
account,next_renewal_date_c
account,no_of_child_account_c
account,nps_count_c
account,nps_score_c
account,nps_sum_c
account,num_opps_c
account,number_of_2020_opps_c
account,number_of_active_code_monkey_subscription_c
account,number_of_active_codesters_subscriptions_c
account,number_of_active_easy_tech_subscriptions_c
account,number_of_active_vidcode_subscriptions_c
account,number_of_child_customers_c
account,number_of_elementary_schools_c
account,number_of_employees
account,number_of_high_schools_c
account,number_of_k_8_buildings_c
account,number_of_middle_schools_c
account,number_of_open_opportunities_c
account,number_of_open_opps_c
account,number_of_page_views_c
account,number_of_renewal_opps_c
account,number_of_schools_c
account,number_of_sessions_c
account,number_of_students_c
account,number_of_title_i_schools_c
account,number_of_won_renewal_opportunities_c
account,nyc_school_id_c
account,of_opps_at_renewal_identified_c
account,onboarding_date_c
account,open_opportunity_amount_c
account,open_renewal_opportunities_c
account,org_type_c
account,otc_provisioned_c
account,otc_provisioned_date_c
account,overall_plan_description_c
account,owner_id
account,owner_name_c
account,owner_name_text_c
account,ownership
account,parent_account_owner_c
account,parent_and_child_match_c
account,parent_churned_c
account,parent_et_tam_c
account,parent_gsid_c
account,parent_id
account,parent_long_name_c
account,parent_mdr_c
account,parent_name_c
account,parent_name_proper_case_c
account,parent_owner_id_c
account,parent_uid_c
account,pct_afro_amer_c
account,pct_asian_c
account,pct_hisp_c
account,pct_multi_racial_c
account,pct_native_c
account,pct_pacific_c
account,pct_white_c
account,pd_training_c
account,per_student_expenditures_c
account,percent_students_ell_c
account,percent_students_iep_c
account,phone
account,photo_url
account,platform_district_name_c
account,platform_name_2_c
account,platform_name_c
account,platform_school_district_id_c
account,platform_school_id_c
account,platform_sync_c
account,po_1_c
account,portal_password_c
account,portal_url_c
account,portal_username_c
account,poverty_percent_under_age_18_c
account,pre_k_enrollment_c
account,previous_meetings_in_district_c
account,primary_lms_c
account,priority_account_c
account,promotion_awareness_plan_c
account,prospecting_ended_c
account,prospecting_started_c
account,prospecting_status_c
account,provisioned_buildings_c
account,rating
account,record_type_c
account,record_type_id
account,reduced_lunch_student_c
account,reference_accounts_c
account,reference_customer_c
account,related_activity_c
account,related_c
account,renewal_forecast_segment_c
account,resa_name_c
account,resa_name_proper_c
account,resa_uid_c
account,reseller_c
account,rpm_owner_c
account,rpm_user_id_c
account,sales_owner_field_c
account,sales_support_rep_c
account,sbqq_asset_quantities_combined_c
account,sbqq_co_termed_contracts_combined_c
account,sbqq_co_termination_event_c
account,sbqq_contract_co_termination_c
account,sbqq_default_opportunity_c
account,sbqq_ignore_parent_contracted_prices_c
account,sbqq_preserve_bundle_c
account,sbqq_price_hold_end_c
account,sbqq_renewal_model_c
account,sbqq_renewal_pricing_method_c
account,sbqq_tax_exempt_c
account,school_enrollment_c
account,school_funding_type_c
account,school_nces_id_c
account,school_type_c
account,school_year_end_c
account,school_year_start_c
account,schools_in_district_c
account,sdr_owner_c
account,sf_test_c
account,shipping_city
account,shipping_country
account,shipping_country_code
account,shipping_geocode_accuracy
account,shipping_latitude
account,shipping_longitude
account,shipping_postal_code
account,shipping_state
account,shipping_state_code
account,shipping_street
account,sic
account,sic_desc
account,sis_system_c
account,site
account,source_system_identifier
account,standard_curriculum_c
account,standardized_curriculum_c
account,start_date_c
account,state_initiative_c
account,state_profile_c
account,state_program_eligible_c
account,student_information_system_sis_c
account,student_tam_c
account,support_level_c
account,sync_district_c
account,sync_method_c
account,sync_update_c
account,syncing_district_c
account,system_modstamp
account,target_account_c
account,target_level_c
account,teachers_in_building_c
account,technology_equipment_c
account,technology_index_c
account,technology_measure_c
account,technology_supplies_and_purchases_c
account,technology_used_c
account,territory_c
account,territory_list_c
account,territory_reassignment_2024_c
account,test_account_c
account,texas_education_service_centers_c
account,texas_regional_esc_c
account,ticker_symbol
account,tiered_service_level_c
account,time_zone_connectlink_c
account,time_zone_connectlink_numeric_c
account,time_zone_connectlink_raw_c
account,title_iv_funding_21_st_century_grants_c
account,title_iv_funding_student_support_c
account,top_75_account_c
account,total_credits_purchased_c
account,total_launches_c
account,total_no_of_training_sessions_c
account,total_number_of_schools_c
account,total_renewal_arr_c
account,trend_district_revenue_c
account,trend_enrollment_c
account,trend_federal_revenue_c
account,trend_instructional_expenditures_c
account,trend_local_revenue_c
account,trend_state_revenue_c
account,trend_title_i_revenue_c
account,tx_proc_2024_activities_c
account,type
account,ultimate_account_owner_c
account,ultimate_parent_account_c
account,ultimate_parent_billing_state_c
account,ultimate_parent_id_c
account,ultimate_parent_lifecycle_c
account,ultimate_parent_total_renewal_arr_2_c
account,urban_rural_c
account,user_is_nc_owner_c
account,userid_c
account,vidcode_arr_c
