"entity_definition_id","id","qualified_api_name","durable_id","namespace_prefix","developer_name","master_label","label","length","data_type","service_data_type_id","value_type_id","extra_type_info","is_calculated","is_high_scale_number","is_html_formatted","is_name_field","is_nillable","is_workflow_filterable","is_compact_layoutable","precision","scale","is_field_history_tracked","is_indexed","is_api_filterable","is_api_sortable","is_list_filterable","is_list_sortable","is_api_groupable","is_list_visible","controlling_field_definition_id","last_modified_date","last_modified_by_id","publisher_id","running_user_field_access_id","relationship_name","reference_target_field","is_compound","is_search_prefilterable","is_polymorphic_foreign_key","is_ai_prediction_field","business_owner_id","business_status","security_classification","compliance_group","description","_fivetran_deleted","_fivetran_synced"
ContactPointConsentChangeEvent,"000000000000000AAA",CaptureContactPointType,ContactPointConsentChangeEvent.CaptureContactPointType,,CaptureContactPointType,Capture Contact Point Type,Capture Contact Point Type,255,Picklist,string,string,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,,,CDC,ContactPointConsentChangeEvent.CaptureContactPointType.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:00.022 -0700
"01I1L000002ua9z.ChangeEvent","000000000000000AAA",Opportuniy_ID__c,"01I1L000002ua9z.ChangeEvent.00N1L00000EoAKW",,Opportuniy_ID,Opportunity,Opportunity,18,Lookup(Opportunity),id,id,,false,false,false,false,true,true,false,0,0,false,true,false,false,true,true,false,true,,2020-08-21 07:06:24.000 -0700,"0051L000007gwhLQAQ",,"01I1L000002ua9z.ChangeEvent.00N1L00000EoAKW.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:21.667 -0700
"01I1L000002ua9z.ChangeEvent","000000000000000AAA",LastModifiedById,"01I1L000002ua9z.ChangeEvent.LastModifiedBy",,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,,,CDC,"01I1L000002ua9z.ChangeEvent.LastModifiedBy.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:21.667 -0700
"01I41000002c7ie","000000000000000AAA",LastModifiedById,"01I41000002c7ie.LastModifiedBy",,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,false,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,"01I41000002c7ie.LastModifiedBy.005UZ00000BrdXxYAJ",LastModifiedBy,,false,false,false,false,,,,,,false,2025-04-14 08:30:08.570 -0700
ContactPointConsentChangeEvent,"000000000000000AAA",LastModifiedById,ContactPointConsentChangeEvent.LastModifiedBy,,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,,,CDC,ContactPointConsentChangeEvent.LastModifiedBy.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:00.022 -0700
SurveySubject,"000000000000000AAA",LastModifiedById,SurveySubject.LastModifiedBy,,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,false,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,SurveySubject.LastModifiedBy.005UZ00000BrdXxYAJ,LastModifiedBy,,false,false,false,false,,,,,,false,2025-04-14 08:30:15.325 -0700
"01I41000002c7hq","000000000000000AAA",Name,"01I41000002c7hq.Name",,Name,Rule #,Rule #,80,Auto Number,string,string,,false,false,false,true,false,true,true,0,0,false,true,true,true,true,true,false,true,,,,System,"01I41000002c7hq.Name.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:48.117 -0700
"01I41000002c7iJ.ChangeEvent","000000000000000AAA",SBQQ__OriginalDiscountSchedule__c,"01I41000002c7iJ.ChangeEvent.00N4100000Wtq9l",SBQQ,OriginalDiscountSchedule,Original Discount Schedule,Original Discount Schedule,18,Lookup(Discount Schedule),id,id,,false,false,false,false,true,true,false,0,0,false,true,false,false,true,true,false,true,,2017-07-13 09:41:40.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7iJ.ChangeEvent.00N4100000Wtq9l.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,The discount schedule that this price schedule is originated from.,false,2025-04-14 08:29:51.142 -0700
"01I41000002c7iX.ChangeEvent","000000000000000AAA",SBQQ__PageHeight__c,"01I41000002c7iX.ChangeEvent.00N4100000WtqGO",SBQQ,PageHeight,Page Height,Page Height,0,"Number(4, 2)",double,double,,false,false,false,false,true,true,false,6,2,false,false,false,false,true,true,false,true,,2017-07-13 09:41:58.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7iX.ChangeEvent.00N4100000WtqGO.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,Page height in inches.,false,2025-04-14 08:29:56.706 -0700
"01I41000002c7hq","000000000000000AAA",SBQQ__AscendingNestedLevel__c,"01I41000002c7hq.00N4100000Wtq35",SBQQ,AscendingNestedLevel,Parent Bundle Condition Level,Parent Bundle Condition Level,255,Picklist,string,string,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,2017-07-13 09:41:18.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7hq.00N4100000Wtq35.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,"Include parent bundle configuration with the specified level when evaluating this rule's conditions in the configurator for alert, validation and selection rules.",false,2025-04-14 08:29:48.112 -0700
"01I41000002c7iX.ChangeEvent","000000000000000AAA",SBQQ__RightMargin__c,"01I41000002c7iX.ChangeEvent.00N4100000WtqGX",SBQQ,RightMargin,Right Margin,Right Margin,0,"Number(4, 2)",double,double,,false,false,false,false,true,true,false,6,2,false,false,false,false,true,true,false,true,,2017-07-13 09:41:58.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7iX.ChangeEvent.00N4100000WtqGX.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,Right margin on the page.,false,2025-04-14 08:29:56.707 -0700
DataActionJobSummary,"000000000000000AAA",PublishDateTime,DataActionJobSummary.PublishDateTime,,PublishDateTime,Job published time,Job published time,0,Date/Time,datetime,datetime,,false,false,false,false,true,true,false,0,0,false,false,true,true,true,true,false,true,,,,System,DataActionJobSummary.PublishDateTime.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:03.018 -0700
"01I41000002c7iQ","000000000000000AAA",SBQQ__ConfigurationFieldSet__c,"01I41000002c7iQ.00N4100000WtqBv",SBQQ,ConfigurationFieldSet,Configuration Field Set,Configuration Field Set,255,Picklist,string,string,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,2017-07-13 09:41:46.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7iQ.00N4100000WtqBv.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,The API name of the field set that will be used for this feature during configuration.,false,2025-04-14 08:29:56.548 -0700
"01I41000002c7iJ.ChangeEvent","000000000000000AAA",SBQQ__CrossProducts__c,"01I41000002c7iJ.ChangeEvent.00N4100000Wtq9e",SBQQ,CrossProducts,Cross Products,Cross Products,0,Checkbox,boolean,boolean,,false,false,false,false,false,true,false,0,0,false,false,false,false,true,true,false,true,,2017-07-13 09:41:39.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7iJ.ChangeEvent.00N4100000Wtq9e.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,Flag that indicates whether volume discount calculations should aggregate quantities of all products using this schedule.,false,2025-04-14 08:29:51.141 -0700
DataActionJobSummary,"000000000000000AAA",FailedRecords,DataActionJobSummary.FailedRecords,,FailedRecords,Failed records details,Failed records details,32000,Long Text Area(32000),string,string,plaintextarea,false,false,false,false,true,true,false,0,0,false,false,false,false,false,true,false,true,,,,System,DataActionJobSummary.FailedRecords.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:03.129 -0700
DataActionJobSummary,"000000000000000AAA",SkippedRecords,DataActionJobSummary.SkippedRecords,,SkippedRecords,Skipped records count,Skipped records count,0,"Number(9, 0)",integer,integer,,false,false,false,false,true,true,false,0,0,false,false,true,true,true,true,true,true,,,,System,DataActionJobSummary.SkippedRecords.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:03.021 -0700
DataWeaveResource,"000000000000000AAA",NamespacePrefix,DataWeaveResource.NamespacePrefix,,NamespacePrefix,Namespace Prefix,Namespace Prefix,15,Text,string,string,,false,false,false,false,true,true,false,0,0,false,false,true,true,true,true,true,true,,,,System,DataWeaveResource.NamespacePrefix.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:05.289 -0700
"01I1L000002yl0j.ChangeEvent","000000000000000AAA",dstore__Dept_Expectations_19__c,"01I1L000002yl0j.ChangeEvent.00N1L00000FHEoT",dstore,Dept_Expectations_19,Dept. Expectations 19,Dept. Expectations 19,32768,Rich Text Area(32768),string,string,richtextarea,false,false,true,false,true,true,false,0,0,false,false,false,false,false,true,false,true,,2019-11-26 11:00:40.000 -0800,"00541000003jeZTAAY",dstore,"01I1L000002yl0j.ChangeEvent.00N1L00000FHEoT.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:31.131 -0700
"01I41000002c7iC.ChangeEvent","000000000000000AAA",SBQQ__TextArea__c,"01I41000002c7iC.ChangeEvent.00N4100000Wtq7k",SBQQ,TextArea,Text Area,Text Area,255,Text Area(255),string,string,plaintextarea,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,2017-07-13 09:41:34.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7iC.ChangeEvent.00N4100000Wtq7k.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,This field stores translations for Text Area fields.,false,2025-04-14 08:29:51.132 -0700
"01I41000002c7iX.ChangeEvent","000000000000000AAA",SBQQ__CompanyStreet__c,"01I41000002c7iX.ChangeEvent.00N4100000WtqFr",SBQQ,CompanyStreet,Company Street,Company Street,120,Text(120),string,string,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,2017-07-13 09:41:56.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7iX.ChangeEvent.00N4100000WtqFr.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,Street portion of company address displayed on quote documents.,false,2025-04-14 08:29:56.703 -0700
"01I1L000002yl0j.ChangeEvent","000000000000000AAA",dstore__Department_16__c,"01I1L000002yl0j.ChangeEvent.00N1L00000FHEo6",dstore,Department_16,Department 16,Department 16,50,Text(50),string,string,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,2019-11-26 11:00:40.000 -0800,"00541000003jeZTAAY",dstore,"01I1L000002yl0j.ChangeEvent.00N1L00000FHEo6.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:31.131 -0700
"01I41000002c7hq","000000000000000AAA",UserRecordAccessId,"01I41000002c7hq.UserRecordAccess",,UserRecordAccess,Object Access Level,Object Access Level,18,Lookup(User Record Access),id,id,,false,false,false,false,true,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,"01I41000002c7hq.UserRecordAccess.005UZ00000BrdXxYAJ",UserRecordAccess,,false,false,false,false,,,,,,false,2025-04-14 08:29:48.116 -0700
"01I41000002c7iU","000000000000000AAA",LastModifiedById,"01I41000002c7iU.LastModifiedBy",,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,false,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,"01I41000002c7iU.LastModifiedBy.005UZ00000BrdXxYAJ",LastModifiedBy,,false,false,false,false,,,,,,false,2025-04-14 08:29:56.597 -0700
OpportunityStage,"000000000000000AAA",LastModifiedById,OpportunityStage.LastModifiedBy,,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,true,true,,,,System,OpportunityStage.LastModifiedBy.005UZ00000BrdXxYAJ,LastModifiedBy,,false,false,false,false,,,,,,false,2025-04-14 08:29:42.078 -0700
LiveChatBlockingRule,"000000000000000AAA",LastModifiedById,LiveChatBlockingRule.LastModifiedBy,,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,true,true,,,,System,LiveChatBlockingRule.LastModifiedBy.005UZ00000BrdXxYAJ,LastModifiedBy,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.335 -0700
"01IUZ000000NrQN","000000000000000AAA",LastModifiedById,"01IUZ000000NrQN.LastModifiedBy",,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,false,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,"01IUZ000000NrQN.LastModifiedBy.005UZ00000BrdXxYAJ",LastModifiedBy,,false,false,false,false,,,,,,false,2025-04-14 08:29:23.881 -0700
CommSubscriptionConsentChangeEvent,"000000000000000AAA",LastModifiedById,CommSubscriptionConsentChangeEvent.LastModifiedBy,,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,,,CDC,CommSubscriptionConsentChangeEvent.LastModifiedBy.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:55.163 -0700
CustomerShare,"000000000000000AAA",LastModifiedById,CustomerShare.LastModifiedBy,,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,true,true,,,,System,CustomerShare.LastModifiedBy.005UZ00000BrdXxYAJ,LastModifiedBy,,false,false,false,false,,,,,,false,2025-04-14 08:29:03.054 -0700
DataAction,"000000000000000AAA",LastModifiedById,DataAction.LastModifiedBy,,LastModifiedBy,Last Modified By,Last Modified By,18,Lookup(User),id,id,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,true,true,,,,System,DataAction.LastModifiedBy.005UZ00000BrdXxYAJ,LastModifiedBy,,false,false,false,false,,,,,,false,2025-04-14 08:29:03.042 -0700
DataAction,"000000000000000AAA",LastActionStatusDateTime,DataAction.LastActionStatusDateTime,,LastActionStatusDateTime,Last Data Action Status Date Time,Last Data Action Status Date Time,0,Date/Time,datetime,datetime,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,false,true,,,,System,DataAction.LastActionStatusDateTime.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:03.034 -0700
"01I41000002c7iU","000000000000000AAA",SBQQ__Favorite__c,"01I41000002c7iU.00N4100000WtqDF",SBQQ,Favorite,Favorite,Favorite,18,Lookup(Favorite),id,id,,false,false,false,false,true,true,true,0,0,false,true,true,true,true,true,true,true,,2017-07-13 09:41:49.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7iU.00N4100000WtqDF.005UZ00000BrdXxYAJ",SBQQ__Favorite__r,,false,false,false,false,,,,,Favorite to which this Quote Line Group belongs.,false,2025-04-14 08:29:56.599 -0700
OpportunityStage,"000000000000000AAA",DefaultProbability,OpportunityStage.DefaultProbability,,DefaultProbability,Probability (%),Probability (%),0,"Percent(3, 0)",double,double,,false,false,false,false,true,true,false,3,0,false,false,true,true,true,true,false,true,,,,System,OpportunityStage.DefaultProbability.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:42.078 -0700
"01I41000002c7iU","000000000000000AAA",SBQQ__SubscriptionTerm__c,"01I41000002c7iU.00N4100000WtqDQ",SBQQ,SubscriptionTerm,Subscription Term,Subscription Term,0,"Number(5, 0)",double,double,,false,false,false,false,true,true,true,5,0,false,false,true,true,true,true,false,true,,2017-07-13 09:41:50.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7iU.00N4100000WtqDQ.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,Subscription term used to prorate eligible products in this group.,false,2025-04-14 08:29:56.599 -0700
DataAction,"000000000000000AAA",ActionApiName,DataAction.ActionApiName,,ActionApiName,Data Action API Name,Data Action API Name,255,Text(255),string,string,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,DataAction.ActionApiName.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:03.024 -0700
DataAction,"000000000000000AAA",LastViewedDate,DataAction.LastViewedDate,,LastViewedDate,Last Viewed Date,Last Viewed Date,0,Date/Time,datetime,datetime,,false,false,false,false,true,false,false,0,0,false,false,true,true,true,true,false,true,,,,System,DataAction.LastViewedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:03.018 -0700
"01IUZ000000NrQN","000000000000000AAA",LastViewedDate,"01IUZ000000NrQN.LastViewedDate",,LastViewedDate,Last Viewed Date,Last Viewed Date,0,Date/Time,datetime,datetime,,false,false,false,false,true,false,false,0,0,false,false,true,true,true,true,false,true,,,,System,"01IUZ000000NrQN.LastViewedDate.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:23.883 -0700
CommSubscriptionConsentChangeEvent,"000000000000000AAA",EffectiveToDate,CommSubscriptionConsentChangeEvent.EffectiveToDate,,EffectiveToDate,Effective To,Effective To,0,Date,date,date,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,,,CDC,CommSubscriptionConsentChangeEvent.EffectiveToDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:55.163 -0700
LiveChatBlockingRule,"000000000000000AAA",Language,LiveChatBlockingRule.Language,,Language,Master Language,Master Language,40,Picklist,string,string,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,true,true,,,,System,LiveChatBlockingRule.Language.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.357 -0700
"01I41000002c7iU","000000000000000AAA",SBQQ__BillingFrequency__c,"01I41000002c7iU.00N4100000WtqDB",SBQQ,BillingFrequency,Billing Frequency,Billing Frequency,255,Picklist,string,string,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,2017-07-13 09:41:49.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7iU.00N4100000WtqDB.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,Defines the billing frequency.,false,2025-04-14 08:29:56.599 -0700
ProcessInstanceStep,"000000000000000AAA",ProcessInstanceId,ProcessInstanceStep.ProcessInstance,,ProcessInstance,Process Instance,Process Instance,18,Lookup(Process Instance),id,id,,false,false,false,false,false,true,false,0,0,false,true,true,true,true,true,true,true,,,,System,ProcessInstanceStep.ProcessInstance.005UZ00000BrdXxYAJ,ProcessInstance,,false,false,false,false,,,,,,false,2025-04-14 08:29:44.666 -0700
ContactPointAddressHistory,"000000000000000AAA",ContactPointAddressId,ContactPointAddressHistory.ContactPointAddress,,ContactPointAddress,Contact Point Address,Contact Point Address,18,Lookup(Contact Point Address),id,id,,false,false,false,false,false,true,false,0,0,false,true,true,true,true,true,true,true,,,,System,ContactPointAddressHistory.ContactPointAddress.005UZ00000BrdXxYAJ,ContactPointAddress,,false,false,false,false,,,,,,false,2025-04-14 08:28:59.990 -0700
"01I41000001lsOT.ChangeEvent","000000000000000AAA",HubSpot_Inc__First_Visit__c,"01I41000001lsOT.ChangeEvent.00N4100000Gvphp",HubSpot_Inc,First_Visit,First Visit,First Visit,0,Date/Time,datetime,datetime,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,2016-12-02 16:56:53.000 -0800,"00541000000K0azAAC",HubSpot_Inc,"01I41000001lsOT.ChangeEvent.00N4100000Gvphp.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:16.610 -0700
Asset,"000000000000000AAA",StockKeepingUnit,Asset.StockKeepingUnit,,StockKeepingUnit,Product SKU,Product SKU,180,Text(180),string,string,,false,false,false,false,true,false,true,0,0,false,false,true,true,true,true,true,true,,,,System,Asset.StockKeepingUnit.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:47.350 -0700
Asset,"000000000000000AAA",SBQQ__QuoteLine__c,Asset.00N4100000Wtq28,SBQQ,QuoteLine,Quote Line,Quote Line,18,Lookup(Quote Line),id,id,,false,false,false,false,true,true,true,0,0,false,true,true,true,true,true,true,true,,2017-07-13 09:41:15.000 -0700,"00541000000K0azAAC",SBQQ,Asset.00N4100000Wtq28.005UZ00000BrdXxYAJ,SBQQ__QuoteLine__r,,false,true,false,false,,,,,Quote line that generated this asset.,false,2025-04-14 08:28:47.363 -0700
Asset,"000000000000000AAA",SBQQ__SubscriptionEndDate__c,Asset.00N4100000Wtq2K,SBQQ,SubscriptionEndDate,Subscription End Date,Subscription End Date,0,Date,date,date,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,2017-07-13 09:41:15.000 -0700,"00541000000K0azAAC",SBQQ,Asset.00N4100000Wtq2K.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:47.364 -0700
Asset,"000000000000000AAA",SBQQ__OptionType__c,Asset.00N4100000Wtq22,SBQQ,OptionType,Option Type,Option Type,255,Picklist,string,string,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,2017-07-13 09:41:15.000 -0700,"00541000000K0azAAC",SBQQ,Asset.00N4100000Wtq22.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,"Indicates the Option Type, which is copied from related Product Option. Determines how quantity is calculated.",false,2025-04-14 08:28:47.351 -0700
Asset,"000000000000000AAA",SBQQ__OriginalUnitCost__c,Asset.00N4100000Wtq24,SBQQ,OriginalUnitCost,Original Unit Cost,Original Unit Cost,0,"Currency(12, 2)",double,double,,false,false,false,false,true,true,true,14,2,false,false,true,true,true,true,false,true,,2017-07-13 09:41:15.000 -0700,"00541000000K0azAAC",SBQQ,Asset.00N4100000Wtq24.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,Original unit cost of the Asset at the time of purchase before Cost Schedules were applied.,false,2025-04-14 08:28:47.351 -0700
"01I41000001lsOT.ChangeEvent","000000000000000AAA",HubSpot_Inc__Contact__c,"01I41000001lsOT.ChangeEvent.00N4100000Gvphk",HubSpot_Inc,Contact,Contact,Contact,18,Lookup(Contact),id,id,,false,false,false,false,true,true,false,0,0,false,true,false,false,true,true,false,true,,2016-12-02 16:56:52.000 -0800,"00541000000K0azAAC",HubSpot_Inc,"01I41000001lsOT.ChangeEvent.00N4100000Gvphk.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,The Salesforce Contact associated with this record.,false,2025-04-14 08:29:16.609 -0700
Asset,"000000000000000AAA",SBQQ__ProductOption__c,Asset.00N4100000Wtq27,SBQQ,ProductOption,Product Option,Product Option,18,Lookup(Product Option),id,id,,false,false,false,false,true,true,true,0,0,false,true,true,true,true,true,true,true,,2017-07-13 09:41:15.000 -0700,"00541000000K0azAAC",SBQQ,Asset.00N4100000Wtq27.005UZ00000BrdXxYAJ,SBQQ__ProductOption__r,,false,true,false,false,,,,,Product option that generated this line (if any).,false,2025-04-14 08:28:47.363 -0700
"01I41000001lsOT.ChangeEvent","000000000000000AAA",ReplayId,"01I41000001lsOT.ChangeEvent.ReplayId",,ReplayId,Replay ID,Replay ID,1000,External Lookup,string,string,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,,,CDC,"01I41000001lsOT.ChangeEvent.ReplayId.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:16.609 -0700
Asset,"000000000000000AAA",SBQQ__DistributorDiscount__c,Asset.00N4100000Wtq1r,SBQQ,DistributorDiscount,Distributor Discount,Distributor Discount,0,"Percent(3, 2)",double,double,,false,false,false,false,true,true,true,5,2,false,false,true,true,true,true,false,true,,2017-07-13 09:41:14.000 -0700,"00541000000K0azAAC",SBQQ,Asset.00N4100000Wtq1r.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,Discount to be taken on top of the Partner Discount.,false,2025-04-14 08:28:47.351 -0700
UserFeed,"000000000000000AAA",NetworkScope,UserFeed.NetworkScope,,NetworkScope,Network,Network,40,Picklist(Network),string,string,,false,false,false,false,true,true,false,0,0,false,false,false,true,true,true,true,true,,,,System,UserFeed.NetworkScope.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:30:19.858 -0700
Asset,"000000000000000AAA",SBQQ__MarkupAmount__c,Asset.00N4100000Wtq1w,SBQQ,MarkupAmount,Markup (Amt),Markup (Amt),0,"Currency(12, 2)",double,double,,false,false,false,false,true,true,true,14,2,false,false,true,true,true,true,false,true,,2017-07-13 09:41:14.000 -0700,"00541000000K0azAAC",SBQQ,Asset.00N4100000Wtq1w.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,"Markup for this Asset, if expressed as an amount",false,2025-04-14 08:28:47.351 -0700
"01I41000001lsOT.ChangeEvent","000000000000000AAA",HubSpot_Inc__IP_Longitude__c,"01I41000001lsOT.ChangeEvent.00N4100000Gvpi0",HubSpot_Inc,IP_Longitude,IP Longitude,IP Longitude,20,Text(20),string,string,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,2016-12-02 16:56:53.000 -0800,"00541000000K0azAAC",HubSpot_Inc,"01I41000001lsOT.ChangeEvent.00N4100000Gvpi0.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:16.610 -0700
CollaborationRoom,"000000000000000AAA",IsExternal,CollaborationRoom.IsExternal,,IsExternal,Is external,Is external,0,Checkbox,boolean,boolean,,false,false,false,false,false,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,CollaborationRoom.IsExternal.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:55.018 -0700
VoiceCallChangeEvent,"000000000000000AAA",ActivityId,VoiceCallChangeEvent.Activity,,Activity,Activity,Activity,18,Lookup(Task),id,id,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,,,CDC,VoiceCallChangeEvent.Activity.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:30:20.631 -0700
UserFeed,"000000000000000AAA",InsertedById,UserFeed.InsertedBy,,InsertedBy,Inserted By,Inserted By,18,Lookup(User),id,id,,false,false,false,false,true,true,false,0,0,false,false,false,true,true,true,true,true,,,,System,UserFeed.InsertedBy.005UZ00000BrdXxYAJ,InsertedBy,,false,false,true,false,,,,,,false,2025-04-14 08:30:19.854 -0700
ConversationContextEntry,"000000000000000AAA",SystemModstamp,ConversationContextEntry.SystemModstamp,,SystemModstamp,System Modstamp,System Modstamp,0,Date/Time,datetime,datetime,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,false,true,,,,System,ConversationContextEntry.SystemModstamp.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:03.044 -0700
"01IUZ0000004zxq","000000000000000AAA",Gong__Update_Related_Accounts_Trigger_Off__c,"01IUZ0000004zxq.00NUZ000000aALi",Gong,Update_Related_Accounts_Trigger_Off,Update Related Accounts Trigger Off,Update Related Accounts Trigger Off,0,Checkbox,boolean,boolean,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,true,true,,2024-01-29 12:29:02.000 -0800,"0058X00000Fi8mPQAR",Gong,"01IUZ0000004zxq.00NUZ000000aALi.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:14.142 -0700
