"entity_definition_id","id","qualified_api_name","durable_id","namespace_prefix","developer_name","master_label","label","length","data_type","service_data_type_id","value_type_id","extra_type_info","is_calculated","is_high_scale_number","is_html_formatted","is_name_field","is_nillable","is_workflow_filterable","is_compact_layoutable","precision","scale","is_field_history_tracked","is_indexed","is_api_filterable","is_api_sortable","is_list_filterable","is_list_sortable","is_api_groupable","is_list_visible","controlling_field_definition_id","last_modified_date","last_modified_by_id","publisher_id","running_user_field_access_id","relationship_name","reference_target_field","is_compound","is_search_prefilterable","is_polymorphic_foreign_key","is_ai_prediction_field","business_owner_id","business_status","security_classification","compliance_group","description","_fivetran_deleted","_fivetran_synced"
PermissionSetGroup,"000000000000000AAA",IsDeleted,PermissionSetGroup.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,PermissionSetGroup.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:43.093 -0700
DelegatedAccountHistory,"000000000000000AAA",IsDeleted,DelegatedAccountHistory.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,DelegatedAccountHistory.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:05.302 -0700
AssetRelationship,"000000000000000AAA",IsDeleted,AssetRelationship.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,AssetRelationship.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:47.661 -0700
DataCommCapDim,"000000000000000AAA",IsDeleted,DataCommCapDim.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,DataCommCapDim.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:04.218 -0700
"01I41000002c7i0","000000000000000AAA",IsDeleted,"01I41000002c7i0.IsDeleted",,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,"01I41000002c7i0.IsDeleted.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:48.118 -0700
FlowStageRelation,"000000000000000AAA",IsDeleted,FlowStageRelation.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,FlowStageRelation.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:10.793 -0700
OmniSupervisorConfigProfile,"000000000000000AAA",IsDeleted,OmniSupervisorConfigProfile.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,OmniSupervisorConfigProfile.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:35.130 -0700
LiveChatTranscript,"000000000000000AAA",VisitorMessageCount,LiveChatTranscript.VisitorMessageCount,,VisitorMessageCount,Visitor Message Count,Visitor Message Count,0,"Number(9, 0)",integer,integer,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,LiveChatTranscript.VisitorMessageCount.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.354 -0700
DelegatedAccountHistory,"000000000000000AAA",Field,DelegatedAccountHistory.Field,,Field,Changed Field,Changed Field,255,"Picklist(Custom Field Definition,Custom Field Data Column)",string,string,,false,false,false,false,false,true,false,0,0,false,true,true,true,true,true,true,true,,,,System,DelegatedAccountHistory.Field.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:05.302 -0700
"01I41000002c7i0","000000000000000AAA",SBQQ__UpperBound__c,"01I41000002c7i0.00N4100000Wtq59",SBQQ,UpperBound,Upper Bound,Upper Bound,0,"Number(12, 0)",double,double,,false,false,false,false,true,true,true,12,0,false,false,true,true,true,true,false,true,,2017-07-13 09:41:26.000 -0700,"00541000000K0azAAC",SBQQ,"01I41000002c7i0.00N4100000Wtq59.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,Upper bound of the quantity range for this tier.,false,2025-04-14 08:29:48.116 -0700
AssetRelationship,"000000000000000AAA",LastReferencedDate,AssetRelationship.LastReferencedDate,,LastReferencedDate,Last Referenced Date,Last Referenced Date,0,Date/Time,datetime,datetime,,false,false,false,false,true,false,false,0,0,false,false,true,true,true,true,false,true,,,,System,AssetRelationship.LastReferencedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:47.661 -0700
LiveChatTranscript,"000000000000000AAA",LastReferencedDate,LiveChatTranscript.LastReferencedDate,,LastReferencedDate,Last Referenced Date,Last Referenced Date,0,Date/Time,datetime,datetime,,false,false,false,false,true,false,false,0,0,false,false,true,true,true,true,false,true,,,,System,LiveChatTranscript.LastReferencedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.351 -0700
PermissionSetLicenseAssign,"000000000000000AAA",IsDeleted,PermissionSetLicenseAssign.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,PermissionSetLicenseAssign.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:43.094 -0700
FlowStageRelation,"000000000000000AAA",StageLabel,FlowStageRelation.StageLabel,,StageLabel,Stage Label,Stage Label,1000,Text(1000),string,string,,false,false,false,false,true,true,false,0,0,false,false,true,true,true,true,false,true,,,,System,FlowStageRelation.StageLabel.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:10.794 -0700
LiveChatTranscript,"000000000000000AAA",IsDeleted,LiveChatTranscript.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,LiveChatTranscript.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.382 -0700
"01IUZ0000004zxt","000000000000000AAA",IsDeleted,"01IUZ0000004zxt.IsDeleted",,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,"01IUZ0000004zxt.IsDeleted.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:14.166 -0700
LiveChatTranscript,"000000000000000AAA",CreatedDate,LiveChatTranscript.CreatedDate,,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,true,0,0,false,true,true,true,true,true,false,true,,,,System,LiveChatTranscript.CreatedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.354 -0700
DelegatedAccountHistory,"000000000000000AAA",CreatedDate,DelegatedAccountHistory.CreatedDate,,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,true,true,true,true,true,false,true,,,,System,DelegatedAccountHistory.CreatedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:05.302 -0700
"01I41000002c7i0","000000000000000AAA",CreatedDate,"01I41000002c7i0.CreatedDate",,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,true,true,true,true,true,false,true,,,,System,"01I41000002c7i0.CreatedDate.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:48.112 -0700
"01I8X000003YKaz","000000000000000AAA",IsDeleted,"01I8X000003YKaz.IsDeleted",,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,"01I8X000003YKaz.IsDeleted.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:27.020 -0700
ExpressionFilterCriteria,"000000000000000AAA",IsDeleted,ExpressionFilterCriteria.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,ExpressionFilterCriteria.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:09.448 -0700
ForecastingGroup,"000000000000000AAA",IsDeleted,ForecastingGroup.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,System,ForecastingGroup.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:10.862 -0700
"01I8X000002MYQD.Share","000000000000000AAA",IsDeleted,"01I8X000002MYQD.Share.IsDeleted",,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,"01I8X000002MYQD.Share.IsDeleted.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:31.138 -0700
AuthorizationFormConsentShare,"000000000000000AAA",IsDeleted,AuthorizationFormConsentShare.IsDeleted,,IsDeleted,Deleted,Deleted,0,Checkbox,boolean,boolean,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,AuthorizationFormConsentShare.IsDeleted.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:48.624 -0700
"01I1L0000032yvr.ChangeEvent","000000000000000AAA",CreatedDate,"01I1L0000032yvr.ChangeEvent.CreatedDate",,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,,,CDC,"01I1L0000032yvr.ChangeEvent.CreatedDate.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:51.120 -0700
ForecastingGroup,"000000000000000AAA",CreatedDate,ForecastingGroup.CreatedDate,,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,false,true,,,,System,ForecastingGroup.CreatedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:10.862 -0700
ExpressionFilterCriteria,"000000000000000AAA",CreatedDate,ExpressionFilterCriteria.CreatedDate,,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,true,true,true,true,true,false,true,,,,System,ExpressionFilterCriteria.CreatedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:09.448 -0700
"01I8X000003YKaz","000000000000000AAA",CreatedDate,"01I8X000003YKaz.CreatedDate",,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,true,true,true,true,true,false,true,,,,System,"01I8X000003YKaz.CreatedDate.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:27.020 -0700
"01I8X000003YKaz","000000000000000AAA",codesters__Codesters_Profile_account_verified__c,"01I8X000003YKaz.00N8X00000Hn8D5",codesters,Codesters_Profile_account_verified,Codesters Profile account_verified,Codesters Profile account_verified,0,Checkbox,boolean,boolean,,false,false,false,false,false,true,true,0,0,false,false,true,true,true,true,true,true,,2023-05-12 13:22:21.000 -0700,"0051L000007gwhLQAQ",codesters,"01I8X000003YKaz.00N8X00000Hn8D5.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:27.021 -0700
"01I8X000003YKaz","000000000000000AAA",codesters__Codesters_Profile_screen_name__c,"01I8X000003YKaz.00N8X00000Hn8DR",codesters,Codesters_Profile_screen_name,Codesters Profile screen_name,Codesters Profile screen_name,120,Text(120),string,string,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,2023-05-12 13:22:21.000 -0700,"0051L000007gwhLQAQ",codesters,"01I8X000003YKaz.00N8X00000Hn8DR.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:27.021 -0700
"01I8X000003YKaz","000000000000000AAA",codesters__Codesters_Profile_i2c_avg__c,"01I8X000003YKaz.00N8X00000Hn8DE",codesters,Codesters_Profile_i2c_avg,Codesters Profile i2c_avg,Codesters Profile i2c_avg,0,"Number(4, 0)",double,double,,false,false,false,false,true,true,true,4,0,false,false,true,true,true,true,false,true,,2023-05-12 13:22:21.000 -0700,"0051L000007gwhLQAQ",codesters,"01I8X000003YKaz.00N8X00000Hn8DE.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:27.021 -0700
"01I8X000003YKaz","000000000000000AAA",codesters__Codesters_Profile_school__c,"01I8X000003YKaz.00N8X00000Hn8DO",codesters,Codesters_Profile_school,Codesters Profile school,Codesters Profile school,120,Text(120),string,string,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,2023-05-12 13:22:21.000 -0700,"0051L000007gwhLQAQ",codesters,"01I8X000003YKaz.00N8X00000Hn8DO.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:30:27.021 -0700
"01I1L0000032yvr.ChangeEvent","000000000000000AAA",Name,"01I1L0000032yvr.ChangeEvent.Name",,Name,<Entity>,<Entity>,80,Text(80),string,string,,false,false,false,false,true,true,false,0,0,false,false,false,false,true,true,false,true,,,,CDC,"01I1L0000032yvr.ChangeEvent.Name.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:51.120 -0700
ExpressionFilterCriteria,"000000000000000AAA",Id,ExpressionFilterCriteria.Id,,Id,ExpressionFilterCriteria ID,ExpressionFilterCriteria ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,ExpressionFilterCriteria.Id.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:09.448 -0700
"01I8X000003YKaz","000000000000000AAA",codesters__Codesters_Last_Name__c,"01I8X000003YKaz.00N8X00000Hn8D3",codesters,Codesters_Last_Name,Codesters Last Name,Codesters Last Name,120,Text(120),string,string,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,2023-05-12 13:22:21.000 -0700,"0051L000007gwhLQAQ",codesters,"01I8X000003YKaz.00N8X00000Hn8D3.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,Last Name of User in Codesters.,false,2025-04-14 08:30:27.021 -0700
ExpressionFilterCriteria,"000000000000000AAA",Name,ExpressionFilterCriteria.Name,,Name,ExpressionFilterCriteria Name,ExpressionFilterCriteria Name,255,Auto Number,string,string,,false,false,false,true,false,true,false,0,0,false,true,true,true,true,true,false,true,,,,System,ExpressionFilterCriteria.Name.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:09.448 -0700
AuthorizationFormConsentShare,"000000000000000AAA",Id,AuthorizationFormConsentShare.Id,,Id,Custom Object Share ID,Custom Object Share ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,AuthorizationFormConsentShare.Id.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:48.624 -0700
LiveChatTranscript,"000000000000000AAA",SkillId,LiveChatTranscript.Skill,,Skill,Primary Skill,Primary Skill,18,Lookup(Skill),id,id,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,LiveChatTranscript.Skill.005UZ00000BrdXxYAJ,Skill,,false,true,false,false,,,,,,false,2025-04-14 08:29:25.336 -0700
PermissionSetGroup,"000000000000000AAA",CreatedDate,PermissionSetGroup.CreatedDate,,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,false,true,,,,System,PermissionSetGroup.CreatedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:43.093 -0700
PermissionSetLicenseAssign,"000000000000000AAA",CreatedDate,PermissionSetLicenseAssign.CreatedDate,,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,false,true,,,,System,PermissionSetLicenseAssign.CreatedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:43.094 -0700
FlowStageRelation,"000000000000000AAA",CreatedDate,FlowStageRelation.CreatedDate,,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,true,true,true,true,true,false,true,,,,System,FlowStageRelation.CreatedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:10.793 -0700
AssetRelationship,"000000000000000AAA",CreatedDate,AssetRelationship.CreatedDate,,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,true,0,0,false,true,true,true,true,true,false,true,,,,System,AssetRelationship.CreatedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:47.661 -0700
"01IUZ0000004zxt","000000000000000AAA",CreatedDate,"01IUZ0000004zxt.CreatedDate",,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,true,true,true,true,true,false,true,,,,System,"01IUZ0000004zxt.CreatedDate.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:14.185 -0700
DataCommCapDim,"000000000000000AAA",CreatedDate,DataCommCapDim.CreatedDate,,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,false,true,,,,System,DataCommCapDim.CreatedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:04.219 -0700
OmniSupervisorConfigProfile,"000000000000000AAA",CreatedDate,OmniSupervisorConfigProfile.CreatedDate,,CreatedDate,Created Date,Created Date,0,Date/Time,datetime,datetime,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,false,true,,,,System,OmniSupervisorConfigProfile.CreatedDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:35.130 -0700
DelegatedAccountHistory,"000000000000000AAA",NewValue,DelegatedAccountHistory.NewValue,,NewValue,New Value,New Value,255,Lookup,,,,false,false,false,false,true,true,false,0,0,false,false,false,true,false,true,false,true,,,,System,DelegatedAccountHistory.NewValue.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:05.302 -0700
DataCommCapDim,"000000000000000AAA",HierarchyOrder,DataCommCapDim.HierarchyOrder,,HierarchyOrder,Communication Capping Dimension Hierarchy Order,Communication Capping Dimension Hierarchy Order,0,"Number(9, 0)",integer,integer,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,true,true,,,,System,DataCommCapDim.HierarchyOrder.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:04.219 -0700
AssetRelationship,"000000000000000AAA",ToDate,AssetRelationship.ToDate,,ToDate,To Date,To Date,0,Date/Time,datetime,datetime,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,false,true,,,,System,AssetRelationship.ToDate.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:47.662 -0700
LiveChatTranscript,"000000000000000AAA",MaxResponseTimeOperator,LiveChatTranscript.MaxResponseTimeOperator,,MaxResponseTimeOperator,Agent Maximum Response Time,Agent Maximum Response Time,0,"Number(9, 0)",integer,integer,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,LiveChatTranscript.MaxResponseTimeOperator.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.370 -0700
"01IUZ0000004zxt","000000000000000AAA",Gong__Type__c,"01IUZ0000004zxt.00NUZ000000aAML",Gong,Type,Type,Type,255,Picklist,string,string,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,2024-01-29 12:29:04.000 -0800,"0058X00000Fi8mPQAR",Gong,"01IUZ0000004zxt.00NUZ000000aAML.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:14.185 -0700
LiveChatTranscript,"000000000000000AAA",ContactId,LiveChatTranscript.Contact,,Contact,Contact Name,Contact Name,18,Lookup(Contact),id,id,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,LiveChatTranscript.Contact.005UZ00000BrdXxYAJ,Contact,,false,true,false,false,,,,,,false,2025-04-14 08:29:25.372 -0700
LiveChatTranscript,"000000000000000AAA",EndTime,LiveChatTranscript.EndTime,,EndTime,End Time,End Time,0,Date/Time,datetime,datetime,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,false,true,,,,System,LiveChatTranscript.EndTime.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.337 -0700
FlowStageRelation,"000000000000000AAA",Id,FlowStageRelation.Id,,Id,Flow Interview Stage Relation ID,Flow Interview Stage Relation ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,FlowStageRelation.Id.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:10.793 -0700
"01IUZ0000004zxt","000000000000000AAA",Name,"01IUZ0000004zxt.Name",,Name,Note Name,Note Name,80,Text(80),string,string,,false,false,false,true,true,true,true,0,0,false,true,true,true,true,true,true,true,,,,System,"01IUZ0000004zxt.Name.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:14.166 -0700
"01I41000002c7i0","000000000000000AAA",Id,"01I41000002c7i0.Id",,Id,Record ID,Record ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,"01I41000002c7i0.Id.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:48.120 -0700
DataCommCapDim,"000000000000000AAA",Id,DataCommCapDim.Id,,Id,Data Communication Capping Dimension ID,Data Communication Capping Dimension ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,DataCommCapDim.Id.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:04.218 -0700
LiveChatTranscript,"000000000000000AAA",Id,LiveChatTranscript.Id,,Id,Chat Transcript ID,Chat Transcript ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,LiveChatTranscript.Id.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.340 -0700
"01IUZ0000004zxt","000000000000000AAA",Id,"01IUZ0000004zxt.Id",,Id,Record ID,Record ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,"01IUZ0000004zxt.Id.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:14.166 -0700
OmniSupervisorConfigProfile,"000000000000000AAA",Id,OmniSupervisorConfigProfile.Id,,Id,Omni Supervisor Configuration for Profile ID,Omni Supervisor Configuration for Profile ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,OmniSupervisorConfigProfile.Id.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:35.130 -0700
FlowStageRelation,"000000000000000AAA",Name,FlowStageRelation.Name,,Name,Name,Name,255,Auto Number,string,string,,false,false,false,true,false,true,false,0,0,false,true,true,true,true,true,false,true,,,,System,FlowStageRelation.Name.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:10.793 -0700
PermissionSetGroup,"000000000000000AAA",Id,PermissionSetGroup.Id,,Id,PermissionSetGroup ID,PermissionSetGroup ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,PermissionSetGroup.Id.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:43.093 -0700
PermissionSetLicenseAssign,"000000000000000AAA",Id,PermissionSetLicenseAssign.Id,,Id,Permission Set License Assignment ID,Permission Set License Assignment ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,PermissionSetLicenseAssign.Id.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:43.094 -0700
ExpressionSetView,"000000000000000AAA",Name,ExpressionSetView.Name,,Name,Name,Name,255,Text(255),string,string,,false,false,false,false,true,true,false,0,0,false,false,true,true,true,true,true,true,,,,MetadataCatalog,ExpressionSetView.Name.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:09.448 -0700
ExpressionSetView,"000000000000000AAA",Id,ExpressionSetView.Id,,Id,Expression Set Template ID,Expression Set Template ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,false,true,true,true,true,true,true,,,,MetadataCatalog,ExpressionSetView.Id.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:09.448 -0700
"01I41000002c7i0","000000000000000AAA",Name,"01I41000002c7i0.Name",,Name,Tier Name,Tier Name,80,Text(80),string,string,,false,false,false,true,true,true,true,0,0,false,true,true,true,true,true,true,true,,,,System,"01I41000002c7i0.Name.005UZ00000BrdXxYAJ",,,false,false,false,false,,,,,,false,2025-04-14 08:29:48.111 -0700
AssetRelationship,"000000000000000AAA",Id,AssetRelationship.Id,,Id,Asset Relationship ID,Asset Relationship ID,18,Lookup(),id,id,,false,false,false,false,false,false,false,0,0,false,true,true,true,true,true,true,true,,,,System,AssetRelationship.Id.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:28:47.661 -0700
LiveChatTranscript,"000000000000000AAA",Name,LiveChatTranscript.Name,,Name,Chat Transcript Name,Chat Transcript Name,255,Auto Number,string,string,,false,false,false,true,false,true,true,0,0,false,true,true,true,true,true,false,true,,,,System,LiveChatTranscript.Name.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.361 -0700
PermissionSetGroup,"000000000000000AAA",HasActivationRequired,PermissionSetGroup.HasActivationRequired,,HasActivationRequired,Session Activation Required,Session Activation Required,0,Checkbox,boolean,boolean,,false,false,false,false,false,true,false,0,0,false,false,true,true,true,true,true,true,,,,System,PermissionSetGroup.HasActivationRequired.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:43.093 -0700
LiveChatTranscript,"000000000000000AAA",BrowserLanguage,LiveChatTranscript.BrowserLanguage,,BrowserLanguage,Browser Language,Browser Language,200,Text(200),string,string,,false,false,false,false,true,true,true,0,0,false,false,true,true,true,true,true,true,,,,System,LiveChatTranscript.BrowserLanguage.005UZ00000BrdXxYAJ,,,false,false,false,false,,,,,,false,2025-04-14 08:29:25.361 -0700
